domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
at.usembassy.gov,22092,47231,16759,2.1379232301285533,81.51665761361579,19045
cd.usembassy.gov,22092,95985,9903,4.344785442694188,651.3058120586637,21330
ch.usembassy.gov,22092,57134,20568,2.5861850443599494,163.65403766069164,24377
eyes.nasa.gov,22092,40375,26663,1.8275846460257106,157.27476009415173,22092
healthit.ahrq.gov,22092,131789,15998,5.965462610899873,371.0319120043455,21330
hudoig.gov,22092,33519,17521,1.517246061922868,100.34410646387833,21330
map.gsfc.nasa.gov,22092,36566,20568,1.6551692920514214,120.30952380952381,23615
mountainhome.va.gov,22092,36566,13712,1.6551692920514214,134.8266340756835,21330
nefsc.noaa.gov,22092,44184,22854,2.0,53.965145754119135,22854
nz.usembassy.gov,22092,55611,21330,2.517246061922868,82.13733478182148,22092
philadelphia.va.gov,22092,41898,15998,1.896523628462792,94.44762810066993,22092
swfsc.noaa.gov,22092,29710,17521,1.3448307079485786,79.93047256925584,21330
vote.gov,22092,39613,19806,1.7930925221799747,19.379187036031144,22092
blog.usaid.gov,21330,30472,15998,1.4285982184716361,149.07182372245663,22092
epic.gsfc.nasa.gov,21330,34280,19045,1.6071261134552275,48.178715424285045,20568
fedramp.gov,21330,38851,13712,1.8214252226910455,295.35794655414907,20568
home.nps.gov,21330,140169,41898,6.571448663853727,97.78598218471636,38089
lomalinda.va.gov,21330,38089,17521,1.7857008907641818,61.678715424285045,20568
nl.usembassy.gov,21330,66276,15998,3.1071729957805907,327.25086732301924,19806
noaanews.noaa.gov,21330,24377,22092,1.142850445382091,45.50014064697609,20568
spaceflight.nasa.gov,21330,51802,20568,2.4285982184716364,113.75030473511487,22092
training.smartpay.gsa.gov,21330,422030,15236,19.785747773089547,737.6091420534459,21330
vehiclestd.fas.gsa.gov,21330,162261,4571,7.607172995780591,648.5374589779653,20568
women.smokefree.gov,21330,31233,20568,1.4642756680731364,5.250023441162682,22092
cccbdb.nist.gov,20568,51802,6856,2.5185725398677556,53.741443018280826,20568
co-ops.nos.noaa.gov,20568,55611,8380,2.7037631271878646,43.59315441462466,20568
ecos.fws.gov,20568,174449,11427,8.481573317775185,611.8598794243485,19806
exoplanets.nasa.gov,20568,120362,21330,5.851905873201089,174.81709451575261,25139
godefense.cpms.osd.mil,20568,35042,17521,1.7037145079735512,129.00170167250099,20568
houston.va.gov,20568,34280,16759,1.6666666666666667,108.89031505250875,21330
jm.usembassy.gov,20568,53325,15236,2.5926196032672113,227.11410929599379,21330
lk.usembassy.gov,20568,59419,15998,2.88890509529366,147.7056592765461,20568
my.usembassy.gov,20568,53325,16759,2.5926196032672113,191.89138467522366,20568
ssaisanfrancisco.usajobs.gov,20568,45707,9141,2.2222384286269934,67.11197005056398,20568
standards.usa.gov,20568,60943,7618,2.963000777907429,133.52027421236872,20568
stopfakes.gov,20568,38089,19806,1.8518572539867755,90.77897705173085,20568
volunteer.va.gov,20568,64752,21330,3.1481913652275377,163.81694865810968,27424
18f.gsa.gov,19806,31233,15236,1.5769463798848833,140.46496011309705,19045
dod.usajobs.gov,19806,102841,14474,5.192416439462789,179.50439260830052,21330
echo.epa.gov,19806,118077,16759,5.9616782793093,316.5461476320307,24377
espanol.vaccines.gov,19806,51802,19045,2.615470059577906,61.53993739270928,19806
jimmycarterlibrary.gov,19806,25901,16759,1.307735029788953,19.962031707563366,19806
ndu.edu,19806,41137,15998,2.076996869635464,90.69453700898717,19045
orlando.va.gov,19806,52563,16759,2.6538927597697666,371.35519539533476,22092
pages.18f.gov,19806,31995,12189,1.615419569827325,63.27077653236393,19806
paloalto.va.gov,19806,33519,16759,1.6923659497122083,27.192971826719177,21330
portalx.cbs.nist.gov,19806,36566,12189,1.8462082197313945,16.808088458043017,19045
srdata.nist.gov,19806,98271,17521,4.9616782793093,61.847672422498235,19806
tt.usembassy.gov,19806,56372,11427,2.8462082197313947,213.08209633444412,18283
censtats.census.gov,19045,651329,15998,34.19947492780257,1207.580624835915,19045
chpl.healthit.gov,19045,27424,12189,1.4399579942242058,312.3950118141244,19045
greateratlantic.fisheries.noaa.gov,19045,29710,17521,1.5599894985560514,124.35799422420583,18283
history.amedd.army.mil,19045,69323,19045,3.639957994224206,291.63533735888683,19806
icsw.nhtsa.gov,19045,25901,16759,1.3599894985560514,100.43838277763193,18283
indianaffairs.gov,19045,44945,12189,2.359936991336309,165.79732213179312,18283
jobsearch.usajobs.gov,19045,31995,22092,1.6799684956681544,87.3186138093988,22092
longbeach.va.gov,19045,41137,14474,2.1599894985560515,58.99905487004463,19806
maps.ngdc.noaa.gov,19045,29710,15998,1.5599894985560514,160.95741664478865,17521
npin.cdc.gov,19045,44184,19806,2.319978997112103,31.519506432134417,19806
or.water.usgs.gov,19045,41898,13712,2.1999474927802574,46.959254397479654,19806
ovc.gov,19045,51040,9903,2.679968495668154,138.71777369388292,19045
sanctuaries.noaa.gov,19045,43422,17521,2.2799684956681543,166.15731163034917,19045
stlouis.va.gov,19045,26663,15236,1.4,58.99905487004463,20568
ti.arc.nasa.gov,19045,38089,15998,1.9999474927802572,125.79800472564978,19045
vcf.gov,19045,45707,6094,2.399947492780257,138.75778419532685,19045
vip.vetbiz.gov,19045,111221,3047,5.839905487004463,536.5513783145183,19045
westcoast.fisheries.noaa.gov,19045,42660,15236,2.2399579942242056,62.479023365712784,19045
wicworks.fns.usda.gov,19045,125695,12189,6.599894985560515,280.71551588343397,19806
ciencia.nasa.gov,18283,25139,17521,1.37499316304764,75.83295957993765,18283
ehealth.va.gov,18283,21330,7618,1.1666575507301866,8.374938467428759,18283
es-store.usps.com,18283,30472,8380,1.666684898539627,61.33304162336597,17521
fema.usajobs.gov,18283,33519,19045,1.8333424492698134,158.8325220149866,17521
hoover.archives.gov,18283,90653,16759,4.958321938412733,168.7074878302248,19045
lightningsafety.noaa.gov,18283,28186,15998,1.5416507137778264,76.20795274298528,19045
mobile.va.gov,18283,33519,14474,1.8333424492698134,111.33276814527156,15998
nixonlibrary.gov,18283,47231,16759,2.5833287753650933,52.58305529727069,18283
sservi.nasa.gov,18283,28948,19806,1.5833287753650933,24.99989060876224,20568
starport.jsc.nasa.gov,18283,49516,9903,2.708308264508013,153.1242137504786,17521
education.usgs.gov,17521,25139,15236,1.4347925346726784,178.30557616574396,17521
ge.usembassy.gov,17521,52563,12189,3.0,161.95759374464927,19045
indianapolis.va.gov,17521,24377,16759,1.3913018663318304,112.3486102391416,18283
minneapolis.va.gov,17521,30472,14474,1.739170138690714,135.30529079390445,17521
nationsreportcard.gov,17521,52563,14474,3.0,88.65275954568803,16759
nebraska.va.gov,17521,38089,15236,2.173905598995491,178.26208549740312,17521
newjersey.va.gov,17521,56372,13712,3.217396267336339,196.56657725015697,19045
phoenix.va.gov,17521,31995,15236,1.8260944010045088,79.65270247132013,17521
se.usembassy.gov,17521,47231,12189,2.695679470349866,219.6101820672336,16759
tj.usembassy.gov,17521,31233,5333,1.7826037326636608,236.39289994863307,17521
cfmedicine.nlm.nih.gov,16759,18283,14474,1.0909362133778866,3.2273405334447163,15998
cybercareers.gov,16759,42660,14474,2.5454979414046184,193.32197625156633,16759
floridakeys.noaa.gov,16759,58658,14474,3.5000895041470255,163.9123456053464,16759
geonames.usgs.gov,16759,35804,13712,2.1364043200668297,36.864371382540725,16759
govsales.gov,16759,168355,15236,10.045647114982994,373.7801181454741,15998
innovation.ed.gov,16759,70084,10665,4.181872426755773,387.55313562861744,18283
intra.usbr.gov,16759,17521,5333,1.0454681066889433,121.18419953457844,15236
me.water.usgs.gov,16759,23615,762,1.4090936213377887,121.0933229906319,16759
ml.usembassy.gov,16759,34280,3809,2.045468106688943,114.729518467689,17521
nomads.ncdc.noaa.gov,16759,62467,7618,3.7273703681603916,215.1860492869503,16759
retireefehb.opm.gov,16759,41898,14474,2.5000298347156753,155.23032400501222,14474
scijinks.gov,16759,17521,15998,1.0454681066889433,0.772719135986634,16759
scijinks.jpl.nasa.gov,16759,25139,17521,1.500029834715675,99.54740736320782,15998
search.invasivespeciesinfo.gov,16759,20568,6856,1.227280864013366,5.363744853511546,15236
stats.bls.gov,16759,41898,15998,2.5000298347156753,88.18354317083359,15998
tampa.va.gov,16759,32757,19806,1.954591562742407,69.81955963959663,20568
ug.usembassy.gov,16759,26663,11427,1.5909660480935617,144.8210513753804,17521
vetcenter.va.gov,16759,19806,17521,1.1818127573244226,79.4106450265529,15998
72a.gsa.gov,15998,106650,9141,6.666458307288411,408.7502187773472,15236
alaskafisheries.noaa.gov,15998,57896,6094,3.6189523690461307,391.56025753219154,17521
asean.usmission.gov,15998,29710,11427,1.857107138392299,294.22971621452683,15998
battlecreek.va.gov,15998,20568,6856,1.2856607075884485,42.379734966870856,15998
baypines.va.gov,15998,32757,12950,2.047568446055757,154.4241780222528,15998
bs.usembassy.gov,15998,35804,13712,2.238029753719215,85.1404550568821,16759
collections.nlm.nih.gov,15998,74655,12189,4.6665208151018875,85.04519314914364,14474
dk.usembassy.gov,15998,38851,13712,2.428491061382673,51.23665458182273,15998
docline.gov,15998,85320,4571,5.333166645830729,115.94905613201651,15998
hsrd.research.va.gov,15998,68561,9903,4.285598199774972,133.3295411926491,15998
https.cio.gov,15998,23615,15998,1.4761220152519066,50.23665458182273,15998
mchb.hrsa.gov,15998,22854,12950,1.4285535691961495,94.37823477934742,15998
memphis.va.gov,15998,25901,7618,1.6190148768596075,95.85441930241281,15236
milwaukee.va.gov,15998,22092,15236,1.3809226153269158,20.427990998874858,15998
newengland.water.usgs.gov,15998,23615,1524,1.4761220152519066,353.6089511188899,15998
oig.state.gov,15998,48754,7618,3.0475059382422804,277.99206150768845,15998
omao.noaa.gov,15998,38851,14474,2.428491061382673,112.75865733216652,15998
papahanaumokuakea.gov,15998,124933,9141,7.809288661082635,129.56775846980872,15236
realestatesales.gov,15998,182829,15236,11.428241030128767,163.90011251406426,15998
sandiego.va.gov,15998,33519,12950,2.0951993999249905,163.42392799099886,18283
solarscience.msfc.nasa.gov,15998,29710,15998,1.857107138392299,67.95043130391299,16759
aeronet.gsfc.nasa.gov,15236,86082,5333,5.64990811236545,147.99763717511158,15236
bja.gov,15236,23615,11427,1.5499474927802572,154.64754528747702,14474
don.usajobs.gov,15236,51802,12950,3.3999737463901285,140.34772906274614,14474
durham.va.gov,15236,23615,12950,1.5499474927802572,54.89912050406931,15236
eda.gov,15236,44184,15236,2.8999737463901285,63.949002362824885,15236
geohazards.usgs.gov,15236,20568,9141,1.349960619585193,98.04843791021266,14474
healthymeals.fns.usda.gov,15236,33519,19045,2.1999868731950643,185.59700708847467,16759
kansascity.va.gov,15236,18283,7618,1.1999868731950643,6.599894985560515,15236
mm.usembassy.gov,15236,44184,5333,2.8999737463901285,101.59838540299292,15998
np.usembassy.gov,15236,41137,12189,2.6999868731950643,137.64780782357573,15236
nssc.nasa.gov,15236,31233,8380,2.0499474927802575,239.69618009976372,12189
phil.cdc.gov,15236,99794,25139,6.549881858755579,146.79765030191652,19806
visn2.va.gov,15236,21330,5333,1.3999737463901287,42.69933053294828,12950
vsc.gsa.gov,15236,33519,9141,2.1999868731950643,13.94978997112103,22854
zm.usembassy.gov,15236,38089,7618,2.4999343659753217,306.4950774481491,14474
zw.usembassy.gov,15236,31995,11427,2.0999606195851928,139.447755316356,14474
buyusa.gov,14474,28186,12950,1.9473538759154345,128.99972364239326,14474
celebrating200years.noaa.gov,14474,19806,9903,1.3683846897885865,69.26302335221777,14474
challenge.gov,14474,51802,12950,3.578969186126848,125.05236976647782,14474
ci.usembassy.gov,14474,43422,9141,3.0,174.05223158767444,11427
cleveland.va.gov,14474,29710,14474,2.0526461240845655,364.9465248030952,15236
connecticut.va.gov,14474,26663,14474,1.8421307171479895,149.05230067707615,15236
dataferrett.census.gov,14474,58658,12189,4.052646124084565,399.15704021003177,13712
epss.ahrq.gov,14474,75417,9903,5.210515406936576,385.6307171479895,14474
es-reg.usps.com,14474,17521,4571,1.210515406936576,40.84199253834462,13712
fedidcard.gov,14474,19045,10665,1.3158076551057067,15.89470775183087,14474
hines.va.gov,14474,29710,13712,2.0526461240845655,63.210377228133204,15236
interact.gsa.gov,14474,37328,12950,2.578969186126848,77.0524388558795,13712
nasa3d.arc.nasa.gov,14474,51802,14474,3.578969186126848,200.73642393256875,13712
natice.noaa.gov,14474,20568,9903,1.4210308138731518,116.47340058035097,15236
northerncalifornia.va.gov,14474,44945,12189,3.105223158767445,161.73649302197043,15998
reaganlibrary.gov,14474,39613,11427,2.7368384689788585,88.94714660771038,14474
search.commerce.gov,14474,27424,9903,1.894707751830869,149.42075445626642,12950
tennesseevalley.va.gov,14474,28186,12189,1.9473538759154345,120.47340058035097,15236
web.sba.gov,14474,83035,12950,5.736838468978859,382.2096863341163,19045
yali.state.gov,14474,44945,11427,3.105223158767445,255.26260881580765,14474
airconsumer.dot.gov,13712,29710,6856,2.16671528588098,311.3374416569428,13712
asd.gsfc.nasa.gov,13712,15998,12189,1.1667152858809802,27.83372228704784,12950
bep.gov,13712,53325,12189,3.888929404900817,146.44639731621936,13712
beta.foreignassistance.gov,13712,54087,12950,3.9445011668611434,186.78026546091016,13712
computersforlearning.gov,13712,124171,3809,9.055644690781797,126.72389148191365,13712
dayton.va.gov,13712,21330,9141,1.5555717619603266,21.222505834305718,13712
disc.gsfc.nasa.gov,13712,22854,11427,1.6667152858809802,195.89148191365229,11427
econsumer.gov,13712,66276,11427,4.83343057176196,454.83933780630105,13712
elibraryusa.state.gov,13712,35042,11427,2.555571761960327,122.112747957993,13712
meps.ahrq.gov,13712,105127,5333,7.66678821470245,691.0646149358226,14474
nyharbor.va.gov,13712,31233,11427,2.277785880980163,256.6144982497083,13712
oedci.uspto.gov,13712,70846,12189,5.16671528588098,109.61252917152859,12189
ro.usembassy.gov,13712,22854,8380,1.6667152858809802,185.22462077012835,12189
sanfrancisco.va.gov,13712,39613,9141,2.888929404900817,279.837004084014,15998
search.scdhec.gov,13712,26663,9141,1.9445011668611436,25.22257876312719,13712
vaforvets.va.gov,13712,32757,19806,2.388929404900817,106.50138564760793,19806
w2.weather.gov,13712,25139,14474,1.83335764294049,56.44515752625438,13712
beaconregistration.noaa.gov,12950,73893,9903,5.706023166023166,441.7192277992278,12950
biloxi.va.gov,12950,38851,8380,3.00007722007722,300.7738223938224,12189
calc.gsa.gov,12950,16759,5333,1.294131274131274,206.65328185328184,12189
eisenhower.archives.gov,12950,12950,11427,1.0,43.29544401544401,11427
fedcenter.gov,12950,13712,9141,1.0588416988416989,46.883783783783784,12950
gipsa.usda.gov,12950,55611,9141,4.2942857142857145,253.8311969111969,12950
gis.ncdc.noaa.gov,12950,26663,17521,2.058918918918919,35.29521235521236,12189
goes-r.gov,12950,16759,10665,1.294131274131274,41.413050193050196,12950
gsa.dotgov.gov,12950,30472,762,2.3530501930501933,829.0839382239383,12950
icollege.ndu.edu,12950,16759,6094,1.294131274131274,7.9413899613899614,12950
imls.gov,12950,31233,10665,2.411814671814672,187.06447876447876,12950
itcd.hq.nasa.gov,12950,18283,12950,1.4118146718146718,140.53366795366796,13712
j1visawaiverstatus.state.gov,12950,77702,6856,6.00015444015444,156.53413127413128,15998
littlerock.va.gov,12950,24377,7618,1.8823938223938224,76.23760617760618,12950
maps.waterdata.usgs.gov,12950,38089,17521,2.9412355212355212,209.35930501930503,12950
marsmobile.jpl.nasa.gov,12950,41898,12189,3.2353667953667955,24.765482625482626,13712
nef.nasa.gov,12950,44184,8380,3.4118918918918917,77.94355212355212,12950
neworleans.va.gov,12950,16759,11427,1.294131274131274,17.412277992277993,12950
ni.usembassy.gov,12950,35042,10665,2.705945945945946,230.88934362934364,13712
nist.time.gov,12950,15998,11427,1.2353667953667953,69.88447876447877,13712
oefoif.va.gov,12950,20568,10665,1.5882625482625483,16.294594594594596,12950
prhome.defense.gov,12950,86082,12950,6.647258687258687,160.47544401544403,15236
providence.va.gov,12950,21330,9141,1.6471042471042472,70.17861003861003,14474
saltlakecity.va.gov,12950,45707,9141,3.5294980694980693,94.70872586872586,14474
southtexas.va.gov,12950,22854,9903,1.7647876447876447,83.6495752895753,12950
st.nmfs.noaa.gov,12950,22092,12950,1.7059459459459458,198.35891891891893,9903
test.usajobs.gov,12950,14474,12950,1.1176833976833978,3.2353667953667955,12950
treasury.usajobs.gov,12950,71608,14474,5.529575289575289,416.483166023166,12189
vetbiz.gov,12950,19045,10665,1.4706563706563707,51.707413127413126,12950
astronauts.nasa.gov,12189,42660,22854,3.4998769382229877,52.748297645418,15236
augusta.va.gov,12189,19045,9141,1.5624743621297892,48.123471982935435,12189
buffalo.va.gov,12189,25139,9903,2.0624333415374516,183.05652637624087,12189
bulkorder.ftc.gov,12189,113506,9903,9.31216670768726,237.99228812864058,12189
cincinnati.va.gov,12189,18283,9141,1.4999589794076627,99.99671835261302,12189
cio.gov,12189,15998,10665,1.3124948724259577,66.62285667405037,11427
clintonlibrary.gov,12189,25139,10665,2.0624333415374516,105.43407990811387,12189
collegecost.ed.gov,12189,15998,12950,1.3124948724259577,2.5623923209451145,13712
epa.usajobs.gov,12189,46469,9141,3.812371810648946,323.1145294938059,11427
es.sba.gov,12189,22092,11427,1.8124538518336204,67.93526950529166,12189
its.dot.gov,12189,22854,9903,1.874969234555747,72.06013618836656,12189
losangeles.va.gov,12189,27424,12950,2.2498974485191567,164.80712117482977,14474
marinedebris.noaa.gov,12189,17521,10665,1.4374435966855361,108.996472229059,10665
maryland.va.gov,12189,25139,12950,2.0624333415374516,193.7437033390762,13712
montereybay.noaa.gov,12189,37328,9141,3.0624333415374516,134.68315694478628,12189
ndupress.ndu.edu,12189,20568,11427,1.6874230863893676,36.311346295840515,12189
newfarmers.usda.gov,12189,31995,10665,2.624907703667241,34.6863565509886,13712
northflorida.va.gov,12189,22854,13712,1.874969234555747,132.43317745508244,12950
oceancolor.gsfc.nasa.gov,12189,54849,6094,4.499876938222988,234.3048650422512,12189
pppl.gov,12189,15236,9141,1.2499794897038312,80.43490031996062,12189
profiles.nlm.nih.gov,12189,19045,9903,1.5624743621297892,65.18541307736484,12950
scap.nist.gov,12189,15998,8380,1.3124948724259577,21.874312905078348,12950
search.ers.usda.gov,12189,16759,6856,1.3749282139634096,27.124128312412832,12950
sero.nmfs.noaa.gov,12189,24377,10665,1.9999179588153253,78.99745672327508,11427
sis.nlm.nih.gov,12189,23615,9141,1.9374025760931988,104.43407990811387,10665
ushik.ahrq.gov,12189,22092,9903,1.8124538518336204,175.4942981376651,12189
vehicledispatch.fas.gsa.gov,12189,234631,2285,19.249405201411108,929.7198293543358,12189
wc3-www.identitytheft.gov,12189,12189,12189,1.0,0.0,12189
wcatwc.arh.noaa.gov,12189,12950,10665,1.0624333415374518,1.624907703667241,12189
wfm.noaa.gov,12189,19045,11427,1.5624743621297892,117.55870046763475,12950
be.usembassy.gov,11427,39613,9903,3.466614159446924,228.32965782795134,12189
blackhills.va.gov,11427,26663,3809,2.3333333333333335,234.66290364925177,11427
blogs.fda.gov,11427,31233,22092,2.7332633237070096,284.66211604095565,13712
bva.va.gov,11427,21330,13712,1.8666316618535048,157.5974446486392,9903
coastalscience.noaa.gov,11427,22092,8380,1.9333158309267524,131.7312505469502,10665
cpsc.gov,11427,11427,9903,1.0,10.399842478340771,10665
dlmf.nist.gov,11427,30472,7618,2.6666666666666665,49.13258072985035,11427
dvbic.dcoe.mil,11427,12189,10665,1.0666841690732476,72.13214316968583,11427
e-enterprise.gov,11427,19045,3809,1.6666666666666667,62.26568653189813,11427
ghgdata.epa.gov,11427,12950,10665,1.1332808261135907,80.6653539861731,10665
gy.usembassy.gov,11427,25901,6094,2.2666491642600857,165.3307079723462,11427
login.test.usajobs.gov,11427,11427,11427,1.0,0.0,11427
manati.star.nesdis.noaa.gov,11427,21330,2285,1.8666316618535048,25.39957994224206,10665
martinsburg.va.gov,11427,19806,6856,1.7332633237070096,43.732650739476675,11427
miami.va.gov,11427,21330,9903,1.8666316618535048,33.66614159446924,12950
neo.sci.gsfc.nasa.gov,11427,30472,8380,2.6666666666666665,346.8611184037805,11427
onlineforms.edgarfiling.sec.gov,11427,191209,4571,16.7330882996412,832.9200140019252,12189
peacecorps.usajobs.gov,11427,35042,7618,3.066596657040343,125.06467139231644,12189
prosthetics.va.gov,11427,19806,14474,1.7332633237070096,47.46591406318369,12950
search.us-cert.gov,11427,16759,8380,1.466614159446924,47.33254572503719,9141
search.usmarshals.gov,11427,21330,9141,1.8666316618535048,142.13109302529097,11427
sk.usembassy.gov,11427,46469,6856,4.066596657040343,360.92754003675503,11427
ssaiatlanta.usajobs.gov,11427,42660,6856,3.7332633237070096,227.52971033517107,11427
syracuse.va.gov,11427,20568,9903,1.7999474927802572,41.06598407281001,12189
technology.nasa.gov,11427,122648,9141,10.733175811674105,462.85928065108953,11427
ustda.gov,11427,32757,6856,2.866631661853505,167.9306029579067,11427
westpalmbeach.va.gov,11427,22092,8380,1.9333158309267524,56.19908987485779,11427
airforce.usajobs.gov,10665,41898,10665,3.9285513361462727,363.001031411158,12189
centraliowa.va.gov,10665,11427,8380,1.071448663853727,8.928551336146272,9903
cfm.va.gov,10665,18283,9141,1.7142991092358182,99.714580403188,10665
dawn.jpl.nasa.gov,10665,57134,14474,5.357149554617909,504.7870604781997,12189
eagnmncom117e.usps.com,10665,15998,5333,1.5000468823253634,4.857196436943273,8380
elvprogram.ksc.nasa.gov,10665,22854,1524,2.142897327707454,42.714392873886545,10665
essearch.energystar.gov,10665,15236,9141,1.4285982184716361,15.142897327707454,12189
federalreporter.nih.gov,10665,32757,1524,3.0714486638537273,196.8576652601969,9903
fishwatch.gov,10665,23615,8380,2.214252226910455,71.85738396624473,10665
hr.usembassy.gov,10665,51040,8380,4.785747773089545,203.57196436943272,10665
modis.gsfc.nasa.gov,10665,43422,11427,4.071448663853727,306.14364744491326,10665
moon.nasa.gov,10665,12189,10665,1.1428973277074543,7.857196436943273,10665
nwfsc.noaa.gov,10665,15998,9903,1.5000468823253634,207.64341303328646,11427
reno.va.gov,10665,13712,5333,1.2857008907641818,130.71467416783872,10665
safetydata.fra.dot.gov,10665,44945,7618,4.214252226910455,166.571870604782,10665
ssa.usajobs.gov,10665,83797,14474,7.857196436943273,119.14317862165963,12950
tmog.uspto.gov,10665,14474,10665,1.357149554617909,130.21462728551336,9903
unicor.gov,10665,70846,6856,6.642850445382091,468.35836849507734,10665
alaska.va.gov,9903,38851,6094,3.9231545996162778,60.92456831263254,14474
api.nasa.gov,9903,44184,7618,4.4616782793093,114.07967282641624,9903
aviris.jpl.nasa.gov,9903,51802,3047,5.230940119155812,169.311824699586,11427
beta.bls.gov,9903,56372,12189,5.692416439462789,299.39190144400686,11427
bh.usembassy.gov,9903,21330,6856,2.1538927597697666,37.38553973543371,10665
build.export.gov,9903,22092,6856,2.23083913965465,58.07836009290114,7618
charleston.va.gov,9903,23615,12189,2.3846309199232554,78.92497223063718,11427
cleancities.energy.gov,9903,19045,8380,1.923154599616278,111.92578006664647,9903
datascience.nih.gov,9903,19806,4571,2.0,52.38584267393719,9903
dieteticinternship.va.gov,9903,83035,3809,8.384832878925579,695.8630717964253,9903
disc.sci.gsfc.nasa.gov,9903,18283,7618,1.8462082197313945,225.54397657275572,10665
ephtracking.cdc.gov,9903,13712,11427,1.3846309199232556,5.9232555791174395,10665
financialresearch.gov,9903,33519,6856,3.3847318994244167,77.77107947086742,9903
iono.jpl.nasa.gov,9903,9903,5333,1.0,0.0,9903
j1visawaiverrecommendation.state.gov,9903,326045,6094,32.923861456124406,863.790265576088,6094
leadership.opm.gov,9903,17521,9903,1.7692618398465112,47.078057154397655,9903
ocfo.usda.gov,9903,30472,2285,3.077047359386045,124.61839846511158,9903
oit.va.gov,9903,15236,5333,1.5385236796930224,22.8467131172372,9903
open.nasa.gov,9903,15998,8380,1.6154700595779057,45.6934262344744,9903
outreach.usda.gov,9903,54849,12189,5.538624659194183,328.2387155407452,12189
pmm.pps.eosdis.nasa.gov,9903,28948,8380,2.9231545996162778,446.164697566394,9141
portale.eoir.justice.gov,9903,113506,1524,11.461779258810461,754.7106937291729,12189
ppirs.gov,9903,18283,6856,1.8462082197313945,87.84832878925577,9903
prodpx-promotool.usps.com,9903,15998,9903,1.6154700595779057,203.92800161567203,6856
publicaccess.nih.gov,9903,38851,8380,3.9231545996162778,145.311218822579,9141
qa.usembassy.gov,9903,22854,9141,2.3077855195395336,87.61748964960113,9903
soundwaves.usgs.gov,9903,19806,9141,2.0,144.3881652024639,9903
spc.ncep.noaa.gov,9903,51040,4571,5.153993739270928,565.5522568918509,9141
spinoff.nasa.gov,9903,25139,9141,2.5385236796930224,434.16439462789054,9903
ssaiseattle.usajobs.gov,9903,15998,1524,1.6154700595779057,54.77057457336161,9903
star.nesdis.noaa.gov,9903,25901,6094,2.615470059577906,82.69433504998486,9903
stereo.gsfc.nasa.gov,9903,31995,6856,3.23083913965465,154.15762900131273,9141
teen.smokefree.gov,9903,20568,9141,2.0769463798848835,109.92578006664647,10665
valor.defense.gov,9903,12950,9903,1.3076845400383723,12.769564778349995,9903
whiteriver.va.gov,9903,16759,9141,1.6923154599616277,53.155104513783705,10665
asrs.arc.nasa.gov,9141,25139,7618,2.750136746526638,104.50519636801225,10665
chicago.va.gov,9141,17521,8380,1.9167487145826496,72.33694344163658,9141
dm.usda.gov,9141,35804,5333,3.9168581118039603,268.0133464609999,9141
eddmr-cat.usps.com,9141,40375,5333,4.416912810414615,289.51438573460234,9903
espanol.stopbullying.gov,9141,12189,9141,1.333442730554644,44.668854611092875,9141
fapiis.gov,9141,19045,5333,2.0834700798599717,26.16792473471174,9141
fargo.va.gov,9141,25139,8380,2.750136746526638,98.50486817634832,10665
fayettevillear.va.gov,9141,12189,6094,1.333442730554644,127.92298435619735,7618
fayettevillenc.va.gov,9141,21330,9903,2.333442730554644,165.0082047915983,11427
fvap.gov,9141,19045,9141,2.0834700798599717,152.42424242424244,9141
hallways.cap.gsa.gov,9141,10665,8380,1.166721365277322,0.24997265069467237,8380
hcupnet-archive.ahrq.gov,9141,141693,762,15.50082047915983,175.34197571381688,9141
hud.usajobs.gov,9141,34280,7618,3.750136746526638,89.8377639207964,9141
kinetics.nist.gov,9141,142454,3047,15.58407176457718,942.213433978777,9141
landslides.usgs.gov,9141,27424,8380,3.0001093972213106,70.67016737774861,9903
md.usembassy.gov,9141,25139,6094,2.750136746526638,25.501258068045072,9903
nnvl.noaa.gov,9141,12189,7618,1.333442730554644,33.91838967290231,9141
ntwc.arh.noaa.gov,9141,11427,7618,1.2500820479159829,17.917514495131822,9141
oklahoma.va.gov,9141,19806,8380,2.166721365277322,127.08959632425336,11427
project-open-data.cio.gov,9141,9903,9141,1.083360682638661,4.750246143747948,9141
qualityindicators.ahrq.gov,9141,22854,10665,2.5001640958319657,53.83601356525544,9141
romania.usembassy.gov,9141,27424,7618,3.0001093972213106,423.52105896510227,9903
science.nature.nps.gov,9141,22092,9141,2.4168034131933047,86.25423914232579,9141
sealevel.jpl.nasa.gov,9141,17521,8380,1.9167487145826496,240.26189694781752,8380
search.ada.gov,9141,22092,8380,2.4168034131933047,269.93009517558255,0
search.treasury.gov,9141,152358,55611,16.667541844437153,170.92517230062356,52563
search.ttb.gov,9141,12950,6094,1.4166940159719943,26.834700798599716,8380
sec.usajobs.gov,9141,20568,5333,2.250082047915983,55.169456295810086,9141
tucson.va.gov,9141,13712,9903,1.5000546986106553,85.25423914232579,9903
viewer.nationalmap.gov,9141,11427,9141,1.2500820479159829,22.08445465485177,9903
volpe.dot.gov,9141,12950,7618,1.4166940159719943,6.333661524997265,9141
zh-store.usps.com,9141,48754,5333,5.333552127775954,225.26113116726836,9141
bep.treas.gov,8380,25139,7618,2.9998806682577563,35.72589498806683,8380
